idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
17198,French Connection,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,,Alle Zutaten direkt in ein old fashioned Glas mit Eiswürfeln geben. Vorsichtig umrühren.,,"Unisci gin, zucchero e succo di limone in uno shaker pieno di ghiaccio.
Shakerare energicamente e filtrare in una coppa da champagne ghiacciata.
Rabboccare il bicchiere con lo champagne.
Mescola delicatamente.",,,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,,,No,9/2/2017 17:12
13202,Flaming Dr. Pepper,,,,Shot,,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",,"Amaretto, Bacardi und Wodka vermengen. Dr. Pepper und Bier unterrühren.",,"Aggiungi Amaretto, Bacardi e vodka.Mescolare il Dr. Pepper e la birra",,,https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,,,,,,,,,,1 oz ,1 oz ,1 oz Bacardi ,1 oz ,1 oz ,,,,,,,,,,,,,No,8/24/2017 10:03
16485,Flaming Lamborghini,,,,Cocktail,,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",,"Gießen Sie den Sambuca und Kahlua in das Cocktailglas und geben Sie dem Trinker einen Strohhalm. Gießen Sie die Baileys und den blauen Curacao in zwei getrennte Schnapsgläser auf beiden Seiten des Cocktailglases. Zünden Sie die Mischung im Cocktailglas an und beginnen Sie, durch den Strohhalm zu trinken (dieses Getränk sollte in einem getrunken werden), da der Boden des Glases erreicht wird, löschen Sie das Feuer, indem Sie die Baileys und Blue Curacao in das Cocktailglas gießen und weiter trinken, bis alles weg ist!",,"Versare la Sambuca e la Kahlua nel bicchiere da cocktail e dare una cannuccia al bevitore.
Versare il Baileys e il Blue Curacao in due bicchierini separati su entrambi i lati del bicchiere da cocktail.
Accendi la miscela nel bicchiere da cocktail e inizia a bere attraverso la cannuccia (questa bevanda dovrebbe essere bevuta in una volta sola), mentre il fondo del bicchiere viene raggiunto spegni il fuoco versando il Baileys e il Blue Curacao nel bicchiere da cocktail ",,,https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Kahlua,Sambuca,Blue Curacao,Baileys irish cream,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,No,4/28/2016 19:03
13675,Flander's Flake-Out,,,,Ordinary Drink,,Alcoholic,Collins Glass,Bang 'em both in.,,Bang sie beide.,,Versa in un bicchiere tutti gli ingredienti. Agitare bene,,,https://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,Sambuca,Sarsaparilla,,,,,,,,,,,,,,1/4 glass ,3/4 glass ,,,,,,,,,,,,,,,,No,4/28/2016 19:05
11390,Frozen Mint Daiquiri,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,,Alle Zutaten mit 1 Tasse Crushed Ice in einem Elektromixer bei niedriger Geschwindigkeit für kurze Zeit mischen. In ein old-fashioned Glas geben und servieren.,,"Unire tutti gli ingredienti (tranne la ciliegia) in un frullatore elettrico e frullare a bassa velocità per cinque secondi, quindi frullare ad alta velocità fino a quando non si rassoda.Versare il contenuto in una flûte da champagne, guarnire con la ciliegia e servire.",,,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,Light rum,Lime juice,Mint,Sugar,,,,,,,,,,,,2 oz ,1 tblsp ,6,1 tsp ,,,,,,,,,,,,,,No,9/8/2017 16:27
11391,Frozen Pineapple Daiquiri,,,,Ordinary Drink,,Alcoholic,Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,,Alle Zutaten mit 1 Tasse Crushed Ice in einem Elektromixer bei niedriger Geschwindigkeit für kurze Zeit mischen. In ein Champagner Glas geben und servieren.,,Unisci tutti gli ingredienti con 1 tazza di ghiaccio tritato in un frullatore elettrico. Frullare a bassa velocità per un breve periodo di tempo.Versare in un bicchiere vecchio stile e servire.,,,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,Light rum,Pineapple,Lime juice,Sugar,,,,,,,,,,,,1 1/2 oz ,4 chunks ,1 tblsp ,1/2 tsp ,,,,,,,,,,,,,,Yes,9/6/2017 23:14
15997,GG,,,,Ordinary Drink,,Optional alcohol,Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,,"Den Galliano-Likör über Eis gießen. Füllen Sie den Rest des Glases mit Ginger Ale und das ist alles, was dazu gehört. Du hast jetzt ein eigenes GG.",,"Versare il liquore Galliano su ghiaccio.
Riempi il resto del bicchiere con ginger ale e questo è tutto.
Ora hai il tuo GG personale.",,,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,Galliano,Ginger ale,Ice,,,,,,,,,,,,,2 1/2 shots ,,,,,,,,,,,,,,,,,No,7/18/2016 22:06
17255,Gimlet,,,,Cocktail,,Alcoholic,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",,Alle Zutaten in einen Shaker geben und mit Eis füllen. Schütteln und in ein gekühltes Cocktailglas oder ein mit frischem Eis gefülltes Old Fashioned Glas abseihen. Mit einer Limettenscheibe garnieren.,,"Aggiungere tutti gli ingredienti in uno shaker e riempire di ghiaccio, shakerare e filtrare in una coppetta da cocktail ghiacciata o in un bicchiere riempito con ghiaccio fresco.",,,https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,Gin,Lime Juice,Sugar Syrup,Lime,,,,,,,,,,,,2 1/2 oz,1/2 oz,1/2 oz,1,,,,,,,,,,,,,,No,12/19/2017 18:14
11422,Godchild,,,,Ordinary Drink,,Alcoholic,Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",,"Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Sektglas abseihen und servieren.",,"Shakerare bene tutti gli ingredienti con ghiaccio tritato, filtrare in un flute da champagne e servire.",,,https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,Vodka,Amaretto,Heavy cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,No,9/7/2017 22:47
11410,Gin Fizz,,"IBA,Classic",https://www.youtube.com/watch?v=obGhGNUKx30,Ordinary Drink,Unforgettables,Alcoholic,Highball glass,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",,"Alle Zutaten mit Eiswürfel schütteln, außer Sodawasser. In das Glas gießen. Mit Sodawasser auffüllen.",,"Shakerare tutti gli ingredienti con cubetti di ghiaccio, tranne l'acqua gassata. Versare nel bicchiere. Completare con acqua gassata.",,,https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg,Gin,Lemon,Powdered sugar,Carbonated water,,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:15-09-26-RalfR-WLC-0032.jpg,,Yes,9/2/2017 12:29
11417,Gin Sour,,Sour,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Gin, Zitronensaft und Zucker mischen. Gut schütteln. In ein Sour Glas abseihen und mit der Orangenscheibe und der Kirsche garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unisci il gin, il succo di limone e lo zucchero.Filtrare in un bicchiere e guarnire con la fetta d'arancia e la ciliegia.Agitare bene.",,,https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg,Gin,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1,1,,,,,,,,,,,https://pixabay.com/photos/gin-and-tonic-gin-sour-cocktail-4499713/,Inactive account – ID 7303458,Yes,9/8/2017 16:12
12758,Gagliardo,,,,Cocktail,,Alcoholic,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",,"Gut schütteln und in einem Cocktailglas servieren. Dies ist ein Cocktail aus American/Internet Bar del Pozzo, Pavia, Italien.",,"Shakerare bene e servire in una coppetta da cocktail.Questo è un cocktail casalingo dell'American / Internet Bar del Pozzo, Pavia, Italia.",,,https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,Peach Vodka,Lemon juice,Galliano,Sirup of roses,,,,,,,,,,,,5 parts ,3 parts ,1 part ,1 part ,,,,,,,,,,,,,,No,2/20/2017 15:01
11424,Godmother,,"IBA,ContemporaryClassic",,Ordinary Drink,,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,,Wodka und Amaretto in ein old-fashioned Glas über Eis gießen und servieren.,,Versare la vodka e l'amaretto in un bicchiere vecchio stile con ghiaccio e servire.,,,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,Vodka,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11424-Godmother,TheCocktailDB.com,Yes,9/2/2017 17:16
11423,Godfather,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,,Alle Zutaten direkt in ein old-fashioned Glas mit Eiswürfeln geben. Vorsichtig umrühren.,,Versare tutti gli ingredienti direttamente nel bicchiere vecchio stile riempito di cubetti di ghiaccio. Mescola delicatamente.,,,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,Scotch,Amaretto,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz ,,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11423-Godfather,TheCocktailDB.com,Yes,9/2/2017 17:15
12944,Gluehwein,,,,Punch / Party Drink,,Optional alcohol,Irish coffee cup,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",,"Zucker und Gewürze in Wasser kochen, 30 Minuten im Wasser ziehen lassen. Das gewürzte Wasser abgießen und mit dem Wein mischen. Langsam erhitzen, bis die Siedetemperatur erreicht ist. (Um Alkohol zu entfernen, lassen Sie ihn eine Weile kochen.) Sie können Zitronen- oder Orangensaft nach Belieben hinzufügen. In einer irischen Kaffeetasse servieren.",,"Far bollire lo zucchero e le spezie in acqua, lasciare in acqua per 30 minuti.
Filtrate l'acqua speziata e mescolatela con il vino.
Riscaldare lentamente fino a raggiungere la temperatura di ebollizione.
(Per rimuovere l'alcol, lascialo bollire per un po '.) Puoi aggiungere succo di limone o arancia a piacere.
Servire in tazza di caffè irlandese.",,,https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,Red wine,Water,Sugar,Cinnamon,Cloves,Lemon peel,,,,,,,,,,1 L ,125 ml ,60 gr ,1,3,1 tblsp ,,,,,,,,,,,,No,7/18/2016 21:56
178365,Gin Tonic,,,,Cocktail,,Alcoholic,Highball glass,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",,"Füllen Sie ein Highball-Glas mit Eis, gießen Sie den Gin ein, gießen Sie Tonic Water darüber und drücken Sie eine Zitronenscheibe aus und garnieren Sie sie mit einer Zitronenscheibe.",,"Colmate un bicchiere highball di ghiaccio, versate il gin, colmate con acqua tonica e spremete uno spicchio di limone e guarnite con una fetta di limone. ",,,https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg,Gin,Tonic Water,Lemon Peel,Ice,,,,,,,,,,,,4 cl,10 cl,1 Slice,cubes,,,,,,,,,,,,https://www.brunovanzan.com/wp-content/uploads/2020/01/gin-tonic.png,,No,
11420,Gin Toddy,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",,"Puderzucker und Wasser in einem old-fashioned Glas mischen. Gin und einen Eiswürfel dazugeben. Umrühren, Zitronenschale hinzufügen und servieren.",,"Mescolare lo zucchero a velo e l'acqua in un bicchiere vecchio stile. Aggiungi il gin e un cubetto di ghiaccio. Mescolare, aggiungere la scorza di limone e servire.",,,https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,Gin,Water,Powdered sugar,Lemon peel,,,,,,,,,,,,2 oz ,2 tsp ,1/2 tsp ,1 twist of ,,,,,,,,,,,,,,Yes,9/7/2017 22:45
11416,Gin Smash,,"Citrus,StrongFlavor",,Ordinary Drink,,Alcoholic,Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",,"Den Zucker mit kohlensäurehaltigem Wasser und Minzzweigen in einem old-fashioned Glas vermengen. Gin und 1 Eiswürfel dazugeben. Umrühren, die Orangenscheibe und die Kirsche dazugeben und servieren.",,"Pestare lo zucchero con acqua gassata e rametti di menta in un bicchiere vecchio stile.Aggiungi il gin e 1 cubetto di ghiaccio.Mescolate, aggiungete la fetta d'arancia e la ciliegia e servite.",,,https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg,Gin,Carbonated water,Sugar,Mint,Orange,Cherry,,,,,,,,,,2 oz ,1 oz ,1 cube ,4,1 slice ,1,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Gin_Basil_Smash.jpg,© Erich Wagner (www.eventografie.de),Yes,9/8/2017 16:14
11408,Gin Daisy,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Wein, Zitronensaft, Zucker und Grenadine vermengen. Gut schütteln. In ein old-fashioned Glas geben und mit der Kirsche und der Orangenscheibe garnieren.",,"In uno shaker riempito a metà con cubetti di ghiaccio, unire il vino, il succo di limone, lo zucchero e la granatina.Versare in un bicchiere vecchio stile e guarnire con la ciliegia e la fetta d'arancia.Agitare bene.",,,https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,Gin,Lemon juice,Sugar,Grenadine,Maraschino cherry,Orange,,,,,,,,,,2 oz ,1 oz ,1/2 tsp superfine ,1/2 tsp ,1,1,,,,,,,,,,,,Yes,11/10/2016 23:19
178366,Gin Lemon,,"simple, classic, refreshing",,Cocktail,,Alcoholic,Highball glass,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",,"Für die Zubereitung des Gin Lemon benötigen Sie den Shaker nicht. Tumbler mit Eis füllen, Gin und Limonade darüber gießen. Vorsichtig mischen und mit einer Zitronenscheibe dekorieren. Wer möchte, kann auch noch ein paar Minzblätter hinzugeben. Ihr Gin Lemon ist servierfertig.",,"Per la preparazione del gin lemon non vi servirà lo shaker. Riempite il tumbler con il ghiaccio, versateci sopra il gin e la limonata. Mescolate delicatamente e decorate con una fetta di limone. Chi preferisce potrà aggiungere anche qualche fogliolina di menta. Il vostro gin lemon è pronto per essere servito.",,,https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg,Gin,Lemon Juice,Lemon Peel,Ice,,,,,,,,,,,,6 cl,8 cl,1 Slice,cubes,,,,,,,,,,,,https://www.pexels.com/photo/gin-and-tonic-cocktail-drinks-in-clear-glasses-4113155/,Leah Rolando,Yes,
11415,Gin Sling,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,,Puderzucker in einer Mischung aus Wasser und Zitronensaft auflösen. Gin hinzufügen. In ein old-fashioned Glas über Eiswürfel gießen und umrühren. Die  Orangenspirale hinzufügen und servieren.,,Sciogliere lo zucchero a velo in una miscela di acqua e succo di limone. Aggiungi il gin. Versare in un bicchiere vecchio stile con dei cubetti di ghiaccio e mescolare.Aggiungere la scorza d'arancia e servire.,,,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg,Gin,Lemon,Powdered sugar,Water,Orange peel,,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ,1 tsp ,Twist of ,,,,,,,,,,,https://www.thecocktaildb.com/drink/11415,,Yes,9/8/2017 16:10
17252,Greyhound,,,,Cocktail,,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",,Den Wodka in ein mit Eis gefülltes Collins-Glas geben. Mit Grapefruitsaft übergießen und umrühren.,,"Versa la vodka in un bicchiere Collins pieno di ghiaccio, aggiungi il succo di pompelmo e mescola.",,,https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,Vodka,Grapefruit Juice,,,,,,,,,,,,,,1 1/2 oz,3 oz,,,,,,,,,,,,,,,,No,12/19/2017 18:05
17230,Gin Rickey,,,,Cocktail,,Alcoholic,Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,,Füllen Sie ein hohes Glas halb mit Eis. Gin und Grenadine vermischen und über das Eis gießen. Limetten- oder Zitronensaft hinzufügen und mit Sodawasser auffüllen. Das Glas mit Limetten- und/oder Zitronenscheiben dekorieren.,,"Riempi a metà un bicchiere alto di ghiaccio.
Mescolare il gin e la Grenadine e versare sul ghiaccio.
Aggiungere il succo di lime o limone e completare con acqua gassata.
Decorare il bicchiere con lime e / o fettine di limone.",,,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,Gin,Grenadine,lemon,Soda Water,Lime,,,,,,,,,,,2 oz ,1 tsp ,Juice of 1/2 ,Top up with,Garnish,,,,,,,,,,,,,No,9/8/2017 16:19
